#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,FligthSpeed,Battery
http://data.flightstream.io/eu/0003/IMG_1184.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1184.JPG,6.535018,46.655488,778.987,,,,10,87%
http://data.flightstream.io/eu/0003/IMG_1185.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1185.JPG,6.535827,46.655418,773.617005,,,,10,87%
http://data.flightstream.io/eu/0003/IMG_1186.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1186.JPG,6.536682,46.65541,776.609984,,,,10,87%
http://data.flightstream.io/eu/0003/IMG_1187.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1187.JPG,6.537529,46.655368,777.075988,,,,10,86%
http://data.flightstream.io/eu/0003/IMG_1188.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1188.JPG,6.538377,46.655344,775.73102,,,,10,86%
http://data.flightstream.io/eu/0003/IMG_1189.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1189.JPG,6.539206,46.6553,776.294985,,,,9,86%
http://data.flightstream.io/eu/0003/IMG_1190.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1190.JPG,6.540061,46.655269,778.362976,,,,10,85%
http://data.flightstream.io/eu/0003/IMG_1191.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1191.JPG,6.540892,46.655226,776.758974,,,,10,85%
http://data.flightstream.io/eu/0003/IMG_1192.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1192.JPG,6.541756,46.65521,779.927978,,,,10,84%
http://data.flightstream.io/eu/0003/IMG_1193.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1193.JPG,6.542571,46.655157,777.81,,,,10,84%
http://data.flightstream.io/eu/0003/IMG_1194.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1194.JPG,6.543391,46.65513,777.366029,,,,10,83%
http://data.flightstream.io/eu/0003/IMG_1195.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1195.JPG,6.544246,46.655089,777.849003,,,,9,83%
http://data.flightstream.io/eu/0003/IMG_1196.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1196.JPG,6.544021,46.65466,776.028986,,,,10,83%
http://data.flightstream.io/eu/0003/IMG_1197.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1197.JPG,6.543219,46.654735,782.681034,,,,10,83%
http://data.flightstream.io/eu/0003/IMG_1198.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1198.JPG,6.542342,46.65475,778.94,,,,10,82%
http://data.flightstream.io/eu/0003/IMG_1199.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1199.JPG,6.541498,46.65479,778.882995,,,,9,82%
http://data.flightstream.io/eu/0003/IMG_1200.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1200.JPG,6.540635,46.654842,779.80102,,,,10,82%
http://data.flightstream.io/eu/0003/IMG_1201.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1201.JPG,6.539788,46.654861,780.344,,,,10,81%
http://data.flightstream.io/eu/0003/IMG_1202.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1202.JPG,6.538946,46.654898,779.705993,,,,10,81%
http://data.flightstream.io/eu/0003/IMG_1203.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1203.JPG,6.538089,46.65496,778.140992,,,,10,81%
http://data.flightstream.io/eu/0003/IMG_1204.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1204.JPG,6.537261,46.65499,779.294985,,,,10,80%
http://data.flightstream.io/eu/0003/IMG_1205.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1205.JPG,6.536392,46.655028,780.604,,,,9,80%
http://data.flightstream.io/eu/0003/IMG_1206.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1206.JPG,6.535552,46.655051,781.906977,,,,10,80%
http://data.flightstream.io/eu/0003/IMG_1207.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1207.JPG,6.534684,46.655082,781.635015,,,,10,80%
