#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll
http://cdn.itchimi.asia/flightstream/IMG_7641_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7641_NIR.jpg,42.5415127,-94.3894438,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7642_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7642_NIR.jpg,42.5410719,-94.3894986,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7643_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7643_NIR.jpg,42.5406119,-94.3895025,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7644_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7644_NIR.jpg,42.5401338,-94.3894895,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7645_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7645_NIR.jpg,42.5396679,-94.3895219,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7646_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7646_NIR.jpg,42.5391725,-94.3895143,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7647_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7647_NIR.jpg,42.5386744,-94.3895313,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7648_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7648_NIR.jpg,42.5382072,-94.3895155,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7649_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7649_NIR.jpg,42.5386156,-94.3892334,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7650_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7650_NIR.jpg,42.5389611,-94.3892103,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7651_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7651_NIR.jpg,42.5393074,-94.3892075,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7652_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7652_NIR.jpg,42.5396757,-94.3892183,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7653_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7653_NIR.jpg,42.5400575,-94.3892365,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7654_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7654_NIR.jpg,42.5404179,-94.3892296,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7655_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7655_NIR.jpg,42.5407928,-94.3892039,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7656_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7656_NIR.jpg,42.5411694,-94.3891728,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7657_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7657_NIR.jpg,42.5415245,-94.38918,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7658_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7658_NIR.jpg,42.5418629,-94.3891697,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7659_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7659_NIR.jpg,42.5422093,-94.3891518,134,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7660_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7660_NIR.jpg,42.5425977,-94.3891635,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7661_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7661_NIR.jpg,42.5420526,-94.3889626,133,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7662_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7662_NIR.jpg,42.5415474,-94.3888465,134,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7663_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7663_NIR.jpg,42.5410801,-94.3889436,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7664_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7664_NIR.jpg,42.5406169,-94.3888644,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7665_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7665_NIR.jpg,42.5401767,-94.3889414,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7666_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7666_NIR.jpg,42.539738,-94.3888823,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7667_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7667_NIR.jpg,42.5392937,-94.3889437,136,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7668_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7668_NIR.jpg,42.5388227,-94.3889154,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7669_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7669_NIR.jpg,42.5383598,-94.3889436,135,0,0,0
http://cdn.itchimi.asia/flightstream/IMG_7670_NIR.jpg,http://cdn.itchimi.asia/flightstream/IMG_7670_NIR.jpg,42.5386402,-94.3886419,135,0,0,0
