#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,FligthSpeed,Battery
http://data.flightstream.io/sg/0004/DSC01110.JPG,http://data.flightstream.io/sg/0004/tn/DSC01110.JPG,1.342738,103.731554,91.52,0.93,-1.2,-137.07,9,78%
http://data.flightstream.io/sg/0004/DSC01111.JPG,http://data.flightstream.io/sg/0004/tn/DSC01111.JPG,1.342616,103.731476,90.9,2.61,-2.66,-137.55,10,78%
http://data.flightstream.io/sg/0004/DSC01112.JPG,http://data.flightstream.io/sg/0004/tn/DSC01112.JPG,1.342497,103.731378,90.59,0.38,-1.53,-137.37,10,78%
http://data.flightstream.io/sg/0004/DSC01113.JPG,http://data.flightstream.io/sg/0004/tn/DSC01113.JPG,1.342382,103.731291,90.3,1.65,-2.87,-138.12,10,78%
http://data.flightstream.io/sg/0004/DSC01114.JPG,http://data.flightstream.io/sg/0004/tn/DSC01114.JPG,1.342259,103.731195,89.95,0.91,-1.42,-137.4,10,77%
http://data.flightstream.io/sg/0004/DSC01115.JPG,http://data.flightstream.io/sg/0004/tn/DSC01115.JPG,1.342135,103.73111,89.59,1.97,-1.87,-136.85,10,77%
http://data.flightstream.io/sg/0004/DSC01116.JPG,http://data.flightstream.io/sg/0004/tn/DSC01116.JPG,1.342022,103.731019,88.85,0.8,-4.55,-138.93,9,77%
http://data.flightstream.io/sg/0004/DSC01117.JPG,http://data.flightstream.io/sg/0004/tn/DSC01117.JPG,1.341902,103.730938,89.02,2.48,-3.17,-138.89,10,76%
http://data.flightstream.io/sg/0004/DSC01118.JPG,http://data.flightstream.io/sg/0004/tn/DSC01118.JPG,1.341778,103.73084,88.65,0.49,-2.98,-138.06,10,76%
http://data.flightstream.io/sg/0004/DSC01119.JPG,http://data.flightstream.io/sg/0004/tn/DSC01119.JPG,1.341649,103.73075,88.51,1.95,-2.88,-138.17,10,76%
http://data.flightstream.io/sg/0004/DSC01120.JPG,http://data.flightstream.io/sg/0004/tn/DSC01120.JPG,1.341529,103.730661,87.96,2.05,-3.77,-138.24,10,75%
http://data.flightstream.io/sg/0004/DSC01121.JPG,http://data.flightstream.io/sg/0004/tn/DSC01121.JPG,1.341438,103.730591,87.79,3.57,5.98,-137.32,10,75%
http://data.flightstream.io/sg/0004/DSC01122.JPG,http://data.flightstream.io/sg/0004/tn/DSC01122.JPG,1.34154,103.730554,86.72,0.48,-0.8,-134.73,10,75%
