#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,FligthSpeed,Battery
http://data.flightstream.io/eu/0002/IMG_0469.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0469.JPG,6.679382,46.55049,979.036011,,,,10,87%
http://data.flightstream.io/eu/0002/IMG_0470.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0470.JPG,6.678984,46.550246,979.341981,,,,10,87%
http://data.flightstream.io/eu/0002/IMG_0471.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0471.JPG,6.67806,46.550978,979.536011,,,,10,87%
http://data.flightstream.io/eu/0002/IMG_0472.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0472.JPG,6.678406,46.551123,976.856021,,,,10,86%
http://data.flightstream.io/eu/0002/IMG_0473.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0473.JPG,6.678845,46.551345,978.11499,,,,10,86%
http://data.flightstream.io/eu/0002/IMG_0474.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0474.JPG,6.679152,46.551506,979.79902,,,,9,86%
http://data.flightstream.io/eu/0002/IMG_0475.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0475.JPG,6.679465,46.55165,977.564024,,,,10,85%
http://data.flightstream.io/eu/0002/IMG_0476.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0476.JPG,6.679787,46.551826,975.932011,,,,10,85%
http://data.flightstream.io/eu/0002/IMG_0477.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0477.JPG,6.680138,46.551989,977.107969,,,,10,84%
http://data.flightstream.io/eu/0002/IMG_0478.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0478.JPG,6.680467,46.552131,977.781008,,,,10,84%
http://data.flightstream.io/eu/0002/IMG_0479.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0479.JPG,6.680802,46.552298,977.828,,,,10,83%
http://data.flightstream.io/eu/0002/IMG_0480.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0480.JPG,6.68116,46.552477,977.090024,,,,9,83%
http://data.flightstream.io/eu/0002/IMG_0481.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0481.JPG,6.68149,46.552651,977.762025,,,,10,83%
http://data.flightstream.io/eu/0002/IMG_0482.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0482.JPG,6.681827,46.55279,976.552,,,,10,83%
http://data.flightstream.io/eu/0002/IMG_0483.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0483.JPG,6.68219,46.552964,977.739011,,,,10,82%
http://data.flightstream.io/eu/0002/IMG_0484.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0484.JPG,6.682508,46.553145,978.213018,,,,9,82%
http://data.flightstream.io/eu/0002/IMG_0485.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0485.JPG,6.682831,46.553288,978.158996,,,,10,82%
http://data.flightstream.io/eu/0002/IMG_0486.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0486.JPG,6.68314,46.553434,977.497992,,,,10,81%
http://data.flightstream.io/eu/0002/IMG_0487.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0487.JPG,6.683466,46.553563,977.94898,,,,10,81%
http://data.flightstream.io/eu/0002/IMG_0488.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0488.JPG,6.683793,46.553734,977.06701,,,,10,81%
http://data.flightstream.io/eu/0002/IMG_0490.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0490.JPG,6.684369,46.552486,976.810976,,,,10,80%
http://data.flightstream.io/eu/0002/IMG_0491.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0491.JPG,6.683839,46.552201,978.973022,,,,9,80%
http://data.flightstream.io/eu/0002/IMG_0492.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0492.JPG,6.68344,46.551924,980.17603,,,,10,80%
http://data.flightstream.io/eu/0002/IMG_0493.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0493.JPG,6.682932,46.551733,983.544,,,,10,80%
http://data.flightstream.io/eu/0002/IMG_0494.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0494.JPG,6.682392,46.551511,981.692015,,,,10,79%
http://data.flightstream.io/eu/0002/IMG_0495.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0495.JPG,6.681956,46.55125,979.830986,,,,10,79%
http://data.flightstream.io/eu/0002/IMG_0496.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0496.JPG,6.681453,46.551022,981.107969,,,,10,79%
http://data.flightstream.io/eu/0002/IMG_0497.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0497.JPG,6.680904,46.550791,980.872987,,,,9,78%
http://data.flightstream.io/eu/0002/IMG_0498.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0498.JPG,6.680505,46.55051,978.60303,,,,10,78%
http://data.flightstream.io/eu/0002/IMG_0499.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0499.JPG,6.680102,46.550296,978.244019,,,,10,78%
http://data.flightstream.io/eu/0002/IMG_0500.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0500.JPG,6.679559,46.550089,979.181034,,,,10,78%
http://data.flightstream.io/eu/0002/IMG_0501.JPG,http://data.flightstream.io/eu/0002/tn/IMG_0501.JPG,6.67909,46.549834,979.333008,,,,10,77%
